Topic 1,Topic 10,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Dominant
0.13471502590673576,0.06217616580310881,0.14507772020725387,0.10880829015544041,0.10362694300518134,0.11398963730569948,0.04145077720207254,0.09844559585492228,0.09844559585492228,0.09326424870466321,Topic 2
0.12589928057553956,0.09352517985611511,0.0803357314148681,0.11990407673860912,0.09112709832134293,0.10551558752997602,0.1091127098321343,0.11870503597122302,0.0815347721822542,0.07434052757793765,Topic 1
0.08607784431137724,0.08682634730538923,0.11152694610778444,0.1309880239520958,0.0845808383233533,0.1092814371257485,0.14446107784431136,0.08308383233532934,0.08982035928143713,0.07335329341317365,Topic 6
0.13418803418803418,0.07777777777777778,0.1358974358974359,0.12478632478632479,0.07606837606837606,0.10683760683760683,0.08803418803418804,0.10085470085470086,0.07521367521367521,0.08034188034188035,Topic 2
0.20665322580645162,0.07459677419354839,0.08266129032258064,0.08165322580645161,0.11794354838709678,0.09375,0.06653225806451613,0.12399193548387097,0.08366935483870967,0.06854838709677419,Topic 1
0.18387096774193548,0.07677419354838709,0.08709677419354839,0.10774193548387097,0.09741935483870967,0.11161290322580646,0.07677419354838709,0.1032258064516129,0.09096774193548388,0.06451612903225806,Topic 1
0.1251968503937008,0.08740157480314961,0.11811023622047244,0.13385826771653545,0.09291338582677165,0.1062992125984252,0.09763779527559055,0.09055118110236221,0.05511811023622047,0.09291338582677165,Topic 3
0.10962241169305725,0.08526187576126674,0.1120584652862363,0.1607795371498173,0.09013398294762484,0.08160779537149818,0.10596833130328867,0.09744214372716199,0.0779537149817296,0.07917174177831912,Topic 3
0.15352697095435686,0.05394190871369295,0.11618257261410789,0.10235131396957123,0.08437067773167359,0.11065006915629322,0.08575380359612725,0.08852005532503458,0.10235131396957123,0.10235131396957123,Topic 1
0.13141426783479349,0.06132665832290363,0.11764705882352941,0.12640801001251564,0.10763454317897372,0.12640801001251564,0.06132665832290363,0.07384230287859825,0.11264080100125157,0.08135168961201501,Topic 1
0.1570915619389587,0.07001795332136446,0.11759425493716337,0.11579892280071813,0.09245960502692999,0.10861759425493717,0.10771992818671454,0.0933572710951526,0.07001795332136446,0.06732495511669659,Topic 1
0.13194444444444445,0.04861111111111111,0.08333333333333333,0.1636904761904762,0.08432539682539683,0.1111111111111111,0.11607142857142858,0.09027777777777778,0.0763888888888889,0.09424603174603174,Topic 3
0.21212121212121213,0.045454545454545456,0.09090909090909091,0.16666666666666666,0.12121212121212122,0.10606060606060606,0.10606060606060606,0.045454545454545456,0.030303030303030304,0.07575757575757576,Topic 1
0.09090909090909091,0.18181818181818182,0.18181818181818182,0.09090909090909091,,0.09090909090909091,0.18181818181818182,,0.09090909090909091,0.09090909090909091,Topic 10
,,0.25,0.25,,,0.25,,0.25,,Topic 2
,,,1.0,,,,,,,Topic 3
